Id,PreferedAlbum,Vinyl,AvgTime,TicketInfo,Opinion,Concert,Age,VIP,Food,Drinks,FreePass
01/2378,Bright Size Life,False,0.814,B/167/XL,The band was unstoppable; unforgettable performance from start to finish. (NYC12).,NYC12-5pm,27.0,False,1049.0,0.0,False
02/7507,Head Hunters,False,2.876,B/499/XL,Crystal-clear sound and wild energy—instant classic night. (NYC12). Loved the Head Hunters vibes.,NYC12-5pm,6.0,False,0.0,0.0,True
01/1545,Bright Size Life,False,3.587,,Great energy and clean sound; the band really connected. (NYC12).,NYC12-5pm,20.0,False,835.0,590.0,True
05/6744,Bright Size Life,False,0.744,B/431/N,"Competent playing, but no spark on stage. (NYC12).",NYC12-5pm,41.0,False,2099.0,0.0,False
01/3121,Head Hunters,True,3.595,CB/491/XL,"Absolutely electric—flawless sound, goosebumps, and a roaring crowd. (SF14).",SF14-7pm,6.0,False,0.0,0.0,True
04/7984,Bright Size Life,False,3.571,LB/1653/N,Feedback screamed louder than the guitars. Disaster. (NYC12).,NYC12-5pm,1.0,False,0.0,0.0,True
01/0714,Head Hunters,True,3.517,CB/109/N,"Competent playing, but no spark on stage. (SF14).",SF14-7pm,38.0,False,0.0,0.0,True
01/4828,Head Hunters,False,2.43,CB/778/N,World-class musicianship; I’d travel to see this again. (FL16).,FL16-7pm,14.0,False,407.0,512.0,True
02/4796,Bright Size Life,True,3.503,B/311/XL,"A masterclass live: tight, loud, and beautifully controlled. (nan).",,43.0,False,0.0,0.0,True
01/2731,Head Hunters,True,2.289,CB/434/XL,Strong vocals and tight drums—very fun night. (NYC12). Loved the Head Hunters vibes.,NYC12-5pm,24.0,,0.0,0.0,True
02/1196,Bright Size Life,False,0.089,LB/240/N,Ear-splitting mix and sloppy timing ruined the night. (NYC12).,NYC12-5pm,24.0,False,1150.0,0.0,False
01/7032,Head Hunters,False,0.926,LB/1459/N,Painfully off-key vocals; the crowd deserved refunds. (NYC12).,NYC12-5pm,41.0,,590.0,133.0,False
01/7188,Kind of Blue,False,3.425,LT/233/N,Zero chemistry on stage; I left before the encore. (NYC12).,NYC12-5pm,2.0,False,0.0,0.0,True
01/6814,Bright Size Life,False,2.007,B/451/XL,Zero chemistry on stage; I left before the encore. (FL16).,FL16-7pm,36.0,False,9155.0,0.0,True
01/5172,Head Hunters,False,0.884,CB/833/N,Venue transformed into magic; I’m still buzzing. (NYC12).,NYC12-5pm,19.0,False,892.0,886.0,False
01/1439,Bright Size Life,False,0.591,LB/279/XL,Awful acoustics; even the claps sounded wrong. (NYC12). Loved the Bright Size Life vibes.,NYC12-5pm,41.0,False,526.0,760.0,False
05/4181,Kind of Blue,False,0.508,LT/133/N,,FL16-7pm,31.0,False,8749.0,19325.0,False
01/8763,Head Hunters,False,0.228,CB/1420/N,Best show all year; every note landed perfectly. (NYC12).,NYC12-5pm,29.0,False,1697.0,80.0,False
02/2822,Head Hunters,,0.834,CB/450/XL,Awful acoustics; even the claps sounded wrong. (NYC12).,NYC12-5pm,5.0,,0.0,0.0,False
01/7795,Head Hunters,False,0.432,LB/1618/N,,NYC12-5pm,25.0,,1083.0,25.0,False
01/5963,Bright Size Life,False,0.579,LB/1228/N,World-class musicianship; I’d travel to see this again. (FL16).,FL16-7pm,23.0,False,1439.0,587.0,False
04/6612,Head Hunters,False,3.838,CB/1077/XL,"A masterclass live: tight, loud, and beautifully controlled. (FL16). Loved the Head Hunters vibes.",FL16-7pm,6.0,False,0.0,0.0,True
01/6069,Bright Size Life,False,0.17,PB/185/XL,,FL16-7pm,15.0,False,3920.0,236.0,False
01/6070,Bright Size Life,False,0.214,PB/186/XL,Poor lighting and thin sound dulled the show. (NYC12).,NYC12-5pm,49.0,False,2360.0,23.0,False
01/8248,Head Hunters,True,0.985,CB/1339/N,Awful acoustics; even the claps sounded wrong. (NYC12).,NYC12-5pm,25.0,False,0.0,0.0,False
01/5651,Head Hunters,False,3.655,CB/915/XL,Sound was mud; every note felt like an accident. (SF14). Loved the Head Hunters vibes.,SF14-7pm,26.0,False,807.0,40.0,True
01/0620,Bright Size Life,False,0.494,LB/132/N,Painfully off-key vocals; the crowd deserved refunds. (NYC12). Loved the Bright Size Life vibes.,NYC12-5pm,51.0,True,1045.0,102.0,False
01/2475,Kind of Blue,False,0.816,LT/85/N,Big atmosphere; the room felt alive. (NYC12).,NYC12-5pm,,False,27.0,7216.0,False
02/5111,Kind of Blue,False,0.83,A/171/N,Great energy and clean sound; the band really connected. (NYC12).,NYC12-5pm,28.0,False,423.0,5072.0,False
01/3188,Bright Size Life,True,0.982,B/209/XL,Sound was mud; every note felt like an accident. (FL16).,FL16-7pm,31.0,False,0.0,0.0,False
01/6017,Bright Size Life,True,3.366,LB/1144/XL,Zero chemistry on stage; I left before the encore. (NYC12).,NYC12-5pm,34.0,False,0.0,0.0,True
01/7424,Head Hunters,False,0.983,CB/1199/N,,NYC12-5pm,30.0,False,61.0,566.0,False
01/7415,Head Hunters,False,0.457,CB/1202/XL,"They tried, yet the tempo kept slipping. (NYC12).",NYC12-5pm,50.0,False,17.0,483.0,False
01/8891,Head Hunters,False,2.189,LB/1831/N,Crowd energy saved an otherwise shaky performance. (NYC12).,NYC12-5pm,24.0,False,1567.0,176.0,True
01/2116,Head Hunters,True,0.95,CB/339/XL,"Competent playing, but no spark on stage. (NYC12). Loved the Head Hunters vibes.",NYC12-5pm,35.0,False,0.0,0.0,False
01/6334,Head Hunters,True,3.65,CB/1028/XL,Great energy and clean sound; the band really connected. (NYC12).,NYC12-5pm,31.0,False,0.0,0.0,True
03/4061,Bright Size Life,True,3.75,LB/766/XL,Awful acoustics; even the claps sounded wrong. (NYC12).,NYC12-5pm,1.0,False,0.0,0.0,True
02/4822,Bright Size Life,True,3.376,LB/981/N,,NYC12-5pm,16.0,False,0.0,0.0,True
01/0155,Bright Size Life,False,0.365,LB/33/N,Feedback screamed louder than the guitars. Disaster. (NYC12).,NYC12-5pm,38.0,False,176.0,1213.0,False
01/7147,Kind of Blue,True,3.952,LT/262/XL,Best show all year; every note landed perfectly. (FL16).,FL16-7pm,28.0,,0.0,0.0,True
01/6712,Head Hunters,False,0.608,B/443/XL,Stunning vocals and immaculate mixing; pure concert bliss. (NYC12). Loved the Head Hunters vibes.,NYC12-5pm,56.0,False,144.0,683.0,False
01/3101,Bright Size Life,False,0.822,PB/104/XL,Setlist dragged; the bassline wandered aimlessly. (NYC12).,NYC12-5pm,73.0,False,2240.0,337.0,False
03/3659,Head Hunters,False,0.914,CB/597/N,Neither hit nor miss; just a regular show. (SF14).,SF14-7pm,12.0,False,0.0,0.0,False
01/7822,Kind of Blue,False,0.524,LT/254/N,,NYC12-5pm,25.0,False,1299.0,1339.0,False
02/2184,Kind of Blue,,2.186,LT/81/XL,,NYC12-5pm,43.0,False,0.0,0.0,True
01/5126,Kind of Blue,True,3.417,LT/200/XL,Setlist dragged; the bassline wandered aimlessly. (FL16).,FL16-7pm,59.0,False,0.0,0.0,True
03/2449,Bright Size Life,True,3.05,LB/508/N,Setlist dragged; the bassline wandered aimlessly. (NYC12).,NYC12-5pm,7.0,False,0.0,0.0,True
03/8340,Kind of Blue,False,0.418,A/275/N,Poor lighting and thin sound dulled the show. (NYC12). Loved the Kind of Blue vibes.,NYC12-5pm,29.0,False,2405.0,2845.0,False
01/8468,Bright Size Life,False,0.729,PB/263/N,"They played tight, but the vibe stayed flat. (FL16).",FL16-7pm,38.0,False,1180.0,0.0,False
01/7071,Head Hunters,False,0.456,CB/1160/XL,Perfect setlist and epic encore—worth every cent. (SF14).,SF14-7pm,63.0,False,528.0,0.0,False
01/4752,Bright Size Life,False,0.672,LB/964/N,Perfect setlist and epic encore—worth every cent. (SF14). Loved the Bright Size Life vibes.,SF14-7pm,56.0,False,1589.0,171.0,False
01/5484,Bright Size Life,True,2.291,LB/1050/XL,Ear-splitting mix and sloppy timing ruined the night. (FL16).,FL16-7pm,45.0,False,0.0,0.0,True
01/8543,Head Hunters,False,3.317,LB/1646/XL,"Everything worked, yet nothing surprised me. (NYC12).",NYC12-5pm,59.0,False,873.0,0.0,True
01/7045,Bright Size Life,False,0.804,PB/222/N,Zero chemistry on stage; I left before the encore. (FL16).,FL16-7pm,19.0,False,1181.0,0.0,False
01/5800,Head Hunters,False,0.841,LB/1203/N,Zero chemistry on stage; I left before the encore. (nan).,,40.0,False,1491.0,6.0,False
01/1062,Head Hunters,False,0.254,LB/219/N,,NYC12-5pm,26.0,False,821.0,149.0,False
01/4405,Kind of Blue,True,3.599,LT/159/XL,"Absolutely electric—flawless sound, goosebumps, and a roaring crowd. (NYC12).",NYC12-5pm,27.0,False,0.0,0.0,True
01/5619,Head Hunters,True,2.329,CB/908/XL,"Solid gig—nothing magical, nothing awful. (FL16).",FL16-7pm,28.0,False,0.0,0.0,True
01/0934,Head Hunters,False,0.571,CB/142/XL,"Too loud, too messy; still had a few moments. (FL16).",FL16-7pm,13.0,False,511.0,375.0,False
01/8768,Head Hunters,False,0.025,B/573/XL,"Pretty standard concert; left satisfied, not thrilled. (NYC12). Loved the Head Hunters vibes.",NYC12-5pm,15.0,False,1482.0,63.0,False
02/1897,Kind of Blue,False,3.587,LT/72/XL,"Everything worked, yet nothing surprised me. (NYC12). Loved the Kind of Blue vibes.",NYC12-5pm,38.0,False,354.0,1806.0,True
01/3431,Bright Size Life,True,2.186,LB/705/N,"They tried, yet the tempo kept slipping. (NYC12).",NYC12-5pm,,False,0.0,0.0,True
01/5577,Head Hunters,True,3.183,CB/901/XL,Painfully off-key vocals; the crowd deserved refunds. (SF14).,SF14-7pm,10.0,,0.0,0.0,True
01/0533,Bright Size Life,False,0.798,PB/21/N,"Uneven set; strong start, weak finish. (NYC12).",NYC12-5pm,33.0,False,404.0,557.0,False
01/5656,Head Hunters,False,0.125,LB/1173/N,"Everything worked, yet nothing surprised me. (SF14). Loved the Head Hunters vibes.",SF14-7pm,27.0,False,632.0,60.0,False
01/2974,,False,0.872,LB/624/N,Stage banter dragged; music never fully landed. (FL16).,FL16-7pm,30.0,False,152.0,1292.0,False
03/7505,Bright Size Life,True,3.597,LB/1553/N,Stage banter dragged; music never fully landed. (NYC12). Loved the Bright Size Life vibes.,NYC12-5pm,3.0,False,0.0,0.0,True
01/3090,Kind of Blue,False,2.292,A/115/XL,"A masterclass live: tight, loud, and beautifully controlled. (NYC12).",NYC12-5pm,27.0,True,6013.0,851.0,True
01/2182,Kind of Blue,False,0.407,A/64/N,Crowd energy saved an otherwise shaky performance. (NYC12).,NYC12-5pm,31.0,False,1981.0,2249.0,False
01/4317,Bright Size Life,False,3.143,PB/139/XL,Best show all year; every note landed perfectly. (NYC12).,NYC12-5pm,24.0,False,2579.0,0.0,True
01/3507,Head Hunters,False,2.85,LB/660/XL,,NYC12-5pm,19.0,False,810.0,139.0,True
02/3131,Head Hunters,True,3.215,CB/492/XL,Venue transformed into magic; I’m still buzzing. (NYC12).,NYC12-5pm,21.0,False,0.0,0.0,True
01/0403,Bright Size Life,False,2.848,PB/13/N,Crystal-clear sound and wild energy—instant classic night. (NYC12). Loved the Bright Size Life vibes.,NYC12-5pm,43.0,True,1249.0,2.0,True
01/0912,Kind of Blue,False,2.502,A/37/XL,"A masterclass live: tight, loud, and beautifully controlled. (NYC12).",NYC12-5pm,31.0,False,7461.0,819.0,True
01/9064,Head Hunters,False,0.167,LB/1754/XL,They owned the stage; crowd sang every word. (NYC12).,NYC12-5pm,42.0,False,836.0,28.0,False
01/8012,Bright Size Life,True,2.508,LB/1531/XL,Band looked bored; the venue lights outperformed them. (NYC12).,NYC12-5pm,24.0,False,0.0,0.0,True
01/9194,,False,0.796,B/603/XL,Punchy mix and smooth transitions kept it exciting. (FL16).,FL16-7pm,53.0,False,4017.0,3160.0,False
01/7782,Kind of Blue,False,0.2,LT/291/XL,"Drums lagged, vocals cracked—worst concert I've sat through. (FL16).",FL16-7pm,33.0,False,104.0,17558.0,False
01/2837,Head Hunters,False,0.394,LB/588/N,Painfully off-key vocals; the crowd deserved refunds. (SF14).,SF14-7pm,23.0,False,0.0,1922.0,False
01/3761,,False,3.729,B/222/N,The band was unstoppable; unforgettable performance from start to finish. (FL16).,FL16-7pm,45.0,False,3405.0,1132.0,True
01/0530,Kind of Blue,False,0.567,A/21/XL,"Everything worked, yet nothing surprised me. (NYC12).",NYC12-5pm,17.0,False,1512.0,2487.0,False
02/6443,Head Hunters,True,2.313,CB/1046/XL,"Uneven set; strong start, weak finish. (FL16).",FL16-7pm,5.0,False,0.0,0.0,True
01/1633,Head Hunters,True,2.246,CB/261/N,,NYC12-5pm,4.0,False,0.0,0.0,True
01/7508,Kind of Blue,False,0.36,A/284/XL,The band was unstoppable; unforgettable performance from start to finish. (NYC12).,NYC12-5pm,23.0,False,4247.0,90.0,False
04/6193,Bright Size Life,False,2.194,LB/1184/XL,Security chaos and flat playing made it miserable. (NYC12).,NYC12-5pm,33.0,False,2619.0,0.0,True
01/0359,Head Hunters,False,0.179,LB/66/XL,"A masterclass live: tight, loud, and beautifully controlled. (SF14).",SF14-7pm,26.0,False,601.0,88.0,False
02/2171,Head Hunters,False,0.406,CB/351/N,Best show all year; every note landed perfectly. (NYC12).,NYC12-5pm,41.0,False,553.0,5645.0,False
01/5437,Bright Size Life,False,2.148,LB/1123/N,,NYC12-5pm,44.0,False,1285.0,3.0,True
01/1876,Head Hunters,False,0.144,LB/360/XL,Feedback screamed louder than the guitars. Disaster. (NYC12).,NYC12-5pm,19.0,False,262.0,477.0,False
01/0865,Kind of Blue,True,2.029,A/35/XL,Zero chemistry on stage; I left before the encore. (FL16).,FL16-7pm,36.0,False,0.0,0.0,True
01/2714,Head Hunters,False,0.719,LB/561/N,Awful acoustics; even the claps sounded wrong. (FL16).,FL16-7pm,59.0,,2045.0,12.0,False
04/7556,Kind of Blue,True,2.321,LT/280/XL,Feedback screamed louder than the guitars. Disaster. (FL16).,FL16-7pm,47.0,False,0.0,0.0,True
01/8081,Kind of Blue,False,2.385,PB/251/N,They owned the stage; crowd sang every word. (FL16). Loved the Kind of Blue vibes.,FL16-7pm,39.0,False,15788.0,905.0,True
01/6744,Bright Size Life,False,0.172,LB/1399/N,Painfully off-key vocals; the crowd deserved refunds. (NYC12). Loved the Bright Size Life vibes.,NYC12-5pm,21.0,False,2363.0,3.0,False
01/6649,Head Hunters,False,0.482,LB/1274/XL,Warm lighting and crisp sound made it memorable. (NYC12). Loved the Head Hunters vibes.,NYC12-5pm,16.0,False,265.0,0.0,False
01/7108,Kind of Blue,False,0.56,LT/261/XL,"Uneven set; strong start, weak finish. (NYC12).",NYC12-5pm,23.0,False,3146.0,3880.0,False
01/5134,Bright Size Life,False,0.945,B/329/XL,,NYC12-5pm,24.0,False,1348.0,9.0,False
01/5626,Head Hunters,True,2.539,CB/911/XL,Stunning vocals and immaculate mixing; pure concert bliss. (SF14). Loved the Head Hunters vibes.,SF14-7pm,23.0,False,0.0,0.0,True
01/1149,Head Hunters,False,2.248,CB/178/XL,"They played tight, but the vibe stayed flat. (FL16).",FL16-7pm,8.0,False,0.0,0.0,True
06/2384,Head Hunters,,0.078,CB/383/XL,Perfect setlist and epic encore—worth every cent. (NYC12).,NYC12-5pm,30.0,False,0.0,0.0,False
03/3078,Kind of Blue,True,2.188,LT/117/XL,"Good effort, average sound; a perfectly okay night. (NYC12).",NYC12-5pm,24.0,False,0.0,0.0,True
01/6914,Head Hunters,True,3.083,CB/1125/XL,"A masterclass live: tight, loud, and beautifully controlled. (NYC12). Loved the Head Hunters vibes.",NYC12-5pm,47.0,False,0.0,0.0,True
01/3774,Head Hunters,False,0.93,LB/778/N,"They tried, yet the tempo kept slipping. (NYC12).",NYC12-5pm,30.0,False,513.0,317.0,False
01/2897,Head Hunters,False,3.437,CB/461/XL,Perfect setlist and epic encore—worth every cent. (NYC12).,NYC12-5pm,38.0,False,289.0,556.0,True
01/2103,Head Hunters,False,0.208,CB/333/XL,,NYC12-5pm,32.0,False,818.0,1055.0,False
02/0530,Kind of Blue,False,0.841,A/21/XL,Excellent setlist; the encore was worth waiting for. (FL16). Loved the Kind of Blue vibes.,FL16-7pm,39.0,False,547.0,5762.0,False
01/1231,Bright Size Life,True,0.09,B/77/N,Band looked bored; the venue lights outperformed them. (NYC12).,NYC12-5pm,41.0,False,0.0,0.0,False
01/3499,Head Hunters,False,0.989,CB/574/N,"They played tight, but the vibe stayed flat. (NYC12).",NYC12-5pm,21.0,False,875.0,32.0,False
04/7650,Head Hunters,False,3.26,LB/1461/XL,Transcendent performance; the crowd moved like one. (NYC12).,NYC12-5pm,18.0,False,723.0,83.0,True
02/7569,Bright Size Life,False,0.808,PB/237/N,Strong vocals and tight drums—very fun night. (NYC12).,NYC12-5pm,50.0,True,1400.0,1367.0,False
01/1531,Head Hunters,False,0.063,CB/237/XL,Sound was mud; every note felt like an accident. (NYC12).,NYC12-5pm,46.0,False,533.0,277.0,False
01/6463,Head Hunters,False,0.214,LB/1234/XL,"Good effort, average sound; a perfectly okay night. (NYC12).",NYC12-5pm,24.0,False,1266.0,1530.0,False
01/4500,Head Hunters,False,0.549,LB/847/XL,,NYC12-5pm,24.0,False,212.0,504.0,False
01/0027,Head Hunters,False,3.113,LB/7/N,The band was unstoppable; unforgettable performance from start to finish. (NYC12).,NYC12-5pm,31.0,False,1878.0,173.0,True
01/4141,Head Hunters,False,0.524,CB/679/N,Poor lighting and thin sound dulled the show. (NYC12).,NYC12-5pm,11.0,False,0.0,0.0,False
02/3184,Kind of Blue,True,2.881,A/117/XL,Venue transformed into magic; I’m still buzzing. (FL16).,FL16-7pm,34.0,False,0.0,0.0,True
01/3802,Head Hunters,False,0.629,LB/781/N,Warm lighting and crisp sound made it memorable. (NYC12).,NYC12-5pm,21.0,False,139.0,1206.0,False
06/4181,Kind of Blue,False,3.268,LT/133/N,Ear-splitting mix and sloppy timing ruined the night. (FL16).,FL16-7pm,41.0,True,9463.0,2584.0,True
02/5855,Head Hunters,False,3.804,CB/949/N,Punchy mix and smooth transitions kept it exciting. (SF14).,SF14-7pm,41.0,False,687.0,65.0,True
01/7590,,False,3.255,LB/1449/XL,Best show all year; every note landed perfectly. (NYC12).,NYC12-5pm,20.0,False,1400.0,11.0,True
01/3993,Head Hunters,False,0.464,LB/824/N,Strong vocals and tight drums—very fun night. (NYC12). Loved the Head Hunters vibes.,NYC12-5pm,15.0,False,876.0,654.0,False
06/1829,Kind of Blue,False,0.734,PB/56/N,Security chaos and flat playing made it miserable. (NYC12). Loved the Kind of Blue vibes.,NYC12-5pm,29.0,False,699.0,1955.0,False
01/1793,Bright Size Life,False,0.348,B/136/XL,,NYC12-5pm,22.0,False,919.0,1163.0,False
01/7589,Head Hunters,True,2.122,CB/1220/N,Crowd energy saved an otherwise shaky performance. (SF14).,SF14-7pm,18.0,False,0.0,0.0,True
01/8681,Bright Size Life,False,0.176,LB/1787/N,Crowd energy saved an otherwise shaky performance. (NYC12).,NYC12-5pm,34.0,False,2596.0,2.0,False
01/4336,Kind of Blue,False,3.141,LT/155/XL,Neither hit nor miss; just a regular show. (NYC12). Loved the Kind of Blue vibes.,NYC12-5pm,29.0,True,1942.0,843.0,True
01/7934,Bright Size Life,False,3.048,LB/1519/XL,Stunning vocals and immaculate mixing; pure concert bliss. (NYC12). Loved the Bright Size Life vibes.,NYC12-5pm,3.0,False,0.0,0.0,True
01/3243,Head Hunters,False,0.034,CB/516/XL,Security chaos and flat playing made it miserable. (FL16).,FL16-7pm,10.0,False,0.0,0.0,False
02/8816,,True,2.904,A/340/XL,,FL16-7pm,44.0,False,0.0,0.0,True
01/6581,Head Hunters,False,0.325,LB/1369/N,"They tried, yet the tempo kept slipping. (NYC12).",NYC12-5pm,26.0,False,0.0,86.0,False
01/1307,Head Hunters,True,0.427,CB/193/N,Setlist dragged; the bassline wandered aimlessly. (NYC12).,NYC12-5pm,22.0,False,0.0,0.0,False
01/1606,Kind of Blue,False,3.138,B/116/XL,Transcendent performance; the crowd moved like one. (NYC12).,NYC12-5pm,20.0,False,830.0,1457.0,True
01/2492,Bright Size Life,True,3.345,LB/480/XL,Venue acoustics shined; every chorus hit perfectly. (NYC12).,NYC12-5pm,27.0,False,0.0,0.0,True
02/1665,Kind of Blue,True,2.075,LT/60/N,Confident performance; solos were sharp and tasteful. (nan).,,29.0,False,0.0,0.0,True
01/1532,Kind of Blue,False,0.659,A/65/XL,Great energy and clean sound; the band really connected. (NYC12).,NYC12-5pm,27.0,False,31.0,11379.0,False
01/4760,Head Hunters,False,2.96,LB/898/XL,Band looked bored; the venue lights outperformed them. (FL16). Loved the Head Hunters vibes.,FL16-7pm,18.0,False,531.0,122.0,True
01/7854,Head Hunters,,3.634,CB/1262/N,Crystal-clear sound and wild energy—instant classic night. (FL16).,FL16-7pm,17.0,False,0.0,0.0,True
06/8728,Head Hunters,True,0.806,CB/1416/N,Ear-splitting mix and sloppy timing ruined the night. (SF14). Loved the Head Hunters vibes.,SF14-7pm,32.0,False,0.0,0.0,False
01/5774,Head Hunters,False,0.24,B/364/N,"Drums lagged, vocals cracked—worst concert I've sat through. (NYC12). Loved the Head Hunters vibes.",NYC12-5pm,47.0,False,228.0,561.0,False
01/5150,Bright Size Life,True,3.062,LB/987/XL,"Absolutely electric—flawless sound, goosebumps, and a roaring crowd. (NYC12).",NYC12-5pm,39.0,False,0.0,0.0,True
01/4605,Head Hunters,False,0.493,CB/750/N,,NYC12-5pm,45.0,False,0.0,774.0,False
01/0228,Kind of Blue,True,2.136,A/4/XL,Technical glitches kept breaking the mood. (NYC12).,NYC12-5pm,35.0,False,0.0,0.0,True
01/0901,Bright Size Life,False,3.55,LB/167/XL,"A masterclass live: tight, loud, and beautifully controlled. (NYC12).",NYC12-5pm,32.0,False,2599.0,0.0,True
01/9045,Bright Size Life,False,0.234,LB/1850/N,"Drums lagged, vocals cracked—worst concert I've sat through. (NYC12). Loved the Bright Size Life vibes.",NYC12-5pm,20.0,False,1156.0,132.0,False
02/6827,Kind of Blue,True,3.883,RB/84/XL,World-class musicianship; I’d travel to see this again. (NYC12).,NYC12-5pm,14.0,False,0.0,0.0,True
01/8365,Head Hunters,True,3.704,CB/1363/N,Venue transformed into magic; I’m still buzzing. (FL16).,FL16-7pm,25.0,False,0.0,0.0,True
01/4859,Head Hunters,True,2.725,CB/793/XL,Stunning vocals and immaculate mixing; pure concert bliss. (NYC12).,NYC12-5pm,19.0,False,0.0,0.0,True
01/4176,Bright Size Life,True,3.07,LB/859/N,,NYC12-5pm,39.0,False,0.0,0.0,True
01/5077,Bright Size Life,False,0.951,LB/1034/N,,NYC12-5pm,26.0,False,1893.0,32.0,False
01/3839,Bright Size Life,False,0.648,B/228/N,Awful acoustics; even the claps sounded wrong. (NYC12).,NYC12-5pm,23.0,False,1049.0,0.0,False
01/7281,Kind of Blue,False,0.678,LT/266/XL,Setlist dragged; the bassline wandered aimlessly. (NYC12).,NYC12-5pm,34.0,False,1415.0,1238.0,False
05/5814,Bright Size Life,True,3.183,PB/176/XL,Crystal-clear sound and wild energy—instant classic night. (NYC12).,NYC12-5pm,54.0,False,0.0,0.0,True
01/3327,Head Hunters,False,0.531,CB/528/XL,Setlist dragged; the bassline wandered aimlessly. (NYC12). Loved the Head Hunters vibes.,NYC12-5pm,32.0,False,0.0,772.0,False
01/9220,Head Hunters,False,0.282,CB/1496/N,Warm lighting and crisp sound made it memorable. (NYC12). Loved the Head Hunters vibes.,NYC12-5pm,25.0,False,92.0,815.0,False
03/5505,Head Hunters,False,3.432,CB/886/XL,"Drums lagged, vocals cracked—worst concert I've sat through. (FL16). Loved the Head Hunters vibes.",FL16-7pm,0.0,False,0.0,0.0,True
01/4837,Head Hunters,False,3.332,LB/912/XL,Crystal-clear sound and wild energy—instant classic night. (NYC12).,NYC12-5pm,21.0,,757.0,63.0,True
01/5005,Head Hunters,False,0.2,LB/1019/N,Transcendent performance; the crowd moved like one. (NYC12). Loved the Head Hunters vibes.,NYC12-5pm,46.0,False,850.0,51.0,False
01/1823,,False,2.398,,"Everything worked, yet nothing surprised me. (NYC12). Loved the nan vibes.",NYC12-5pm,67.0,False,707.0,191.0,True
01/8307,Kind of Blue,False,3.686,RB/100/XL,,FL16-7pm,27.0,True,3266.0,0.0,True
01/4546,Head Hunters,,3.698,CB/744/N,They owned the stage; crowd sang every word. (SF14).,SF14-7pm,17.0,False,0.0,0.0,True
04/0378,Kind of Blue,True,2.809,A/11/XL,"A masterclass live: tight, loud, and beautifully controlled. (NYC12).",NYC12-5pm,56.0,False,0.0,0.0,True
01/1982,Head Hunters,False,0.657,B/145/XL,Venue transformed into magic; I’m still buzzing. (NYC12).,NYC12-5pm,25.0,False,359.0,1260.0,False
01/4361,Head Hunters,False,2.262,LB/819/XL,Strong vocals and tight drums—very fun night. (FL16). Loved the Head Hunters vibes.,FL16-7pm,27.0,False,14.0,1065.0,True
01/7025,Head Hunters,True,3.217,CB/1147/XL,Stage banter dragged; music never fully landed. (NYC12).,NYC12-5pm,63.0,False,0.0,0.0,True
01/0975,Head Hunters,False,2.715,B/56/N,"A masterclass live: tight, loud, and beautifully controlled. (FL16).",FL16-7pm,32.0,False,823.0,3.0,True
01/3951,Head Hunters,False,0.922,LB/815/N,Ear-splitting mix and sloppy timing ruined the night. (NYC12).,NYC12-5pm,19.0,False,55.0,661.0,False
01/3465,Bright Size Life,False,0.213,LB/711/N,Feedback screamed louder than the guitars. Disaster. (NYC12).,NYC12-5pm,19.0,False,901.0,388.0,False
01/0611,Head Hunters,True,3.483,CB/90/XL,,SF14-7pm,31.0,False,0.0,0.0,True
01/3616,Head Hunters,True,2.631,CB/584/XL,Band looked bored; the venue lights outperformed them. (FL16).,FL16-7pm,23.0,False,0.0,0.0,True
01/2861,Head Hunters,False,2.526,LB/547/XL,"A masterclass live: tight, loud, and beautifully controlled. (NYC12). Loved the Head Hunters vibes.",NYC12-5pm,17.0,False,761.0,0.0,True
03/5885,Head Hunters,False,3.735,LB/1123/XL,"Drums lagged, vocals cracked—worst concert I've sat through. (NYC12).",NYC12-5pm,29.0,False,2402.0,26.0,True
03/3862,Bright Size Life,True,0.572,B/256/XL,Groove was relentless; I danced the whole time. (NYC12). Loved the Bright Size Life vibes.,NYC12-5pm,31.0,False,0.0,0.0,False
02/0031,Bright Size Life,False,3.232,LB/9/N,,NYC12-5pm,2.0,False,0.0,0.0,True
01/0024,Kind of Blue,True,2.172,LT/2/XL,,NYC12-5pm,62.0,False,0.0,0.0,True
01/2573,Kind of Blue,True,3.379,LT/90/N,"A masterclass live: tight, loud, and beautifully controlled. (FL16).",FL16-7pm,28.0,False,0.0,0.0,True
01/4004,Head Hunters,False,0.529,LB/828/N,Security chaos and flat playing made it miserable. (NYC12). Loved the Head Hunters vibes.,NYC12-5pm,18.0,False,78.0,611.0,False
02/0532,Kind of Blue,True,3.505,A/22/XL,Security chaos and flat playing made it miserable. (NYC12).,NYC12-5pm,17.0,False,0.0,0.0,True
02/5876,Bright Size Life,True,2.47,LB/1213/N,Big atmosphere; the room felt alive. (FL16).,FL16-7pm,35.0,False,0.0,0.0,True
01/8295,Bright Size Life,False,0.642,LB/1591/XL,Setlist dragged; the bassline wandered aimlessly. (NYC12). Loved the Bright Size Life vibes.,NYC12-5pm,40.0,False,1309.0,0.0,False
01/2316,Head Hunters,True,3.935,CB/371/XL,Stunning vocals and immaculate mixing; pure concert bliss. (SF14).,SF14-7pm,45.0,False,0.0,0.0,True
03/7556,Kind of Blue,False,0.588,,Okay sound and okay singing—exactly what I expected. (NYC12). Loved the Kind of Blue vibes.,NYC12-5pm,33.0,False,673.0,783.0,False
01/8451,Bright Size Life,False,0.273,LB/1625/XL,Venue acoustics shined; every chorus hit perfectly. (FL16).,FL16-7pm,31.0,False,1997.0,0.0,False
